Year,Month,MobileWeb_or_Web,Type_of_Customers?,Where_Are_They_comming_from?,Which_Place_in_India?,How_many_Landed_on_our_Page?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form?,How_many_Landed_on_the_our_Page_and_clicked_on_a_button_and_started_filling_the_Form_and_Completed_and_submited_the_form?
2020,Jul,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,61866,18370
2020,Jul,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,22647,8532
2020,Jul,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,126578,36027
2020,Jul,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,124356,25933
2020,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,93967,21896
2020,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,161103,33401
2020,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,90022,16242
2020,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,391017,80021
2020,Jul,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,475990,86289
2020,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,11562,1668
2020,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,19528,2818
2020,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,11908,2235
2020,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,59509,5897
2020,Jul,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,50931,6955
2020,Jul,Mobile_website,New_Customer,Came_From_Google,Bangalore,179795,102002,46854,32291
2020,Jul,Mobile_website,New_Customer,Came_From_Google,Chennai,406945,228102,113214,76188
2020,Jul,Mobile_website,New_Customer,Came_From_Google,Dehradun,161223,82720,33860,21543
2020,Jul,Mobile_website,New_Customer,Came_From_Google,Indore,1291855,755948,507516,267718
2020,Jul,Mobile_website,New_Customer,Came_From_Google,Pune,467049,277470,140332,93203
2020,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,609614,244040,91249,37899
2020,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,1023077,463157,231279,88418
2020,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,623591,239981,75109,23334
2020,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,2341885,1184921,817670,279223
2020,Jul,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,2310687,1117678,574690,240656
2020,Jul,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,90584,36366,9592,3850
2020,Jul,Mobile_website,New_Customer,Unidentified_Sources,Chennai,150268,85672,27874,10853
2020,Jul,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,63753,40085,8842,4796
2020,Jul,Mobile_website,New_Customer,Unidentified_Sources,Indore,490676,233096,131056,49443
2020,Jul,Mobile_website,New_Customer,Unidentified_Sources,Pune,471348,178364,64048,27619
2020,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,33616,10517
2020,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,80793,30412
2020,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,29884,12712
2020,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,128655,49565
2020,Aug,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,134685,22949
2020,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,71211,18353
2020,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,130021,45434
2020,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,92991,27930
2020,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,224532,91521
2020,Aug,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,305328,77979
2020,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,9536,1762
2020,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,21583,5400
2020,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,15743,3354
2020,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,42177,11062
2020,Aug,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,40521,8488
2020,Aug,Desktop_Website,New_Customer,Came_From_Google,Bangalore,104276,68833,38992,28793
2020,Aug,Desktop_Website,New_Customer,Came_From_Google,Chennai,323798,200990,116500,82362
2020,Aug,Desktop_Website,New_Customer,Came_From_Google,Dehradun,111933,70445,33562,22729
2020,Aug,Desktop_Website,New_Customer,Came_From_Google,Indore,807522,483935,324184,203838
2020,Aug,Desktop_Website,New_Customer,Came_From_Google,Pune,320886,190620,98014,70743
2020,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,417156,152007,67589,42683
2020,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,1227117,409485,133763,62139
2020,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,694376,162267,44974,20704
2020,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,3524626,1368823,921713,171702
2020,Aug,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,4319381,1166388,380601,227783
2020,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,48678,22480,7011,2541
2020,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,130302,73803,26058,11281
2020,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,61745,39741,9929,4895
2020,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Indore,272790,143496,89595,41239
2020,Aug,Desktop_Website,New_Customer,Unidentified_Sources,Pune,220604,94597,44034,20640
2020,Aug,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,19228,6203
2020,Aug,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,57089,16869
2020,Aug,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,20583,7880
2020,Aug,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,105853,30362
2020,Aug,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,96836,18942
2020,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,85291,19233
2020,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,163340,34017
2020,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,101330,17976
2020,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,324088,70281
2020,Aug,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,447459,79836
2020,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,11159,1548
2020,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,18211,2837
2020,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,12445,2220
2020,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,43908,5489
2020,Aug,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,43100,5665
2020,Aug,Mobile_website,New_Customer,Came_From_Google,Bangalore,113160,58589,21691,14049
2020,Aug,Mobile_website,New_Customer,Came_From_Google,Chennai,375662,207844,100191,65522
2020,Aug,Mobile_website,New_Customer,Came_From_Google,Dehradun,148185,76697,31085,19270
2020,Aug,Mobile_website,New_Customer,Came_From_Google,Indore,1126320,653927,417477,224810
2020,Aug,Mobile_website,New_Customer,Came_From_Google,Pune,382976,213192,93783,59298
2020,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,585475,219791,77230,30237
2020,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,1051774,438606,223816,89696
2020,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,669330,257053,83829,23313
2020,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,2322898,1045582,678541,245674
2020,Aug,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,2874458,1044944,506372,212511
2020,Aug,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,80157,33263,8896,3493
2020,Aug,Mobile_website,New_Customer,Unidentified_Sources,Chennai,147401,83127,25315,9264
2020,Aug,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,62481,38257,9300,4371
2020,Aug,Mobile_website,New_Customer,Unidentified_Sources,Indore,385286,218972,126006,44165
2020,Aug,Mobile_website,New_Customer,Unidentified_Sources,Pune,373508,163667,50368,20985
2020,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,34243,11870
2020,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,90888,35682
2020,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,29631,13520
2020,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,137301,55955
2020,Sep,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,165946,27512
2020,Sep,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,62680,19184
2020,Sep,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,135587,49759
2020,Sep,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,79614,25024
2020,Sep,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,219512,96278
2020,Sep,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,294190,77847
2020,Sep,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,8519,1853
2020,Sep,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,22392,6061
2020,Sep,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,14167,2920
2020,Sep,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,39945,10828
2020,Sep,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,37043,7841
2020,Sep,Desktop_Website,New_Customer,Came_From_Google,Bangalore,110230,72118,41390,32130
2020,Sep,Desktop_Website,New_Customer,Came_From_Google,Chennai,365786,220215,127142,95934
2020,Sep,Desktop_Website,New_Customer,Came_From_Google,Dehradun,113706,69797,35051,25337
2020,Sep,Desktop_Website,New_Customer,Came_From_Google,Indore,856401,507155,330556,219905
2020,Sep,Desktop_Website,New_Customer,Came_From_Google,Pune,395949,258037,157867,120346
2020,Sep,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,528557,169389,71166,46196
2020,Sep,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,1545978,529271,130753,68104
2020,Sep,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,1125225,149145,48974,21034
2020,Sep,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,3668102,775865,326075,178019
2020,Sep,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,6354506,1708852,586615,375564
2020,Sep,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,44529,21282,6334,2553
2020,Sep,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,178040,79462,27925,12343
2020,Sep,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,66350,39441,12891,7919
2020,Sep,Desktop_Website,New_Customer,Unidentified_Sources,Indore,436707,153195,86971,41381
2020,Sep,Desktop_Website,New_Customer,Unidentified_Sources,Pune,265170,97887,41486,18631
2020,Sep,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,23218,7590
2020,Sep,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,60879,17608
2020,Sep,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,22713,9837
2020,Sep,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,111771,32968
2020,Sep,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,108154,21190
2020,Sep,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,81631,21607
2020,Sep,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,168385,35468
2020,Sep,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,98419,22820
2020,Sep,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,327779,77603
2020,Sep,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,425228,78517
2020,Sep,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,9480,1796
2020,Sep,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,17532,2855
2020,Sep,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,11230,1910
2020,Sep,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,44649,6636
2020,Sep,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,36040,5351
2020,Sep,Mobile_website,New_Customer,Came_From_Google,Bangalore,128121,67379,24911,16899
2020,Sep,Mobile_website,New_Customer,Came_From_Google,Chennai,381464,210228,102087,70273
2020,Sep,Mobile_website,New_Customer,Came_From_Google,Dehradun,154700,81678,35337,23134
2020,Sep,Mobile_website,New_Customer,Came_From_Google,Indore,1214962,693564,428753,234961
2020,Sep,Mobile_website,New_Customer,Came_From_Google,Pune,401415,227774,100759,63460
2020,Sep,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,685635,240088,77388,34717
2020,Sep,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,1408582,479652,218492,89265
2020,Sep,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,619834,225179,78226,27017
2020,Sep,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,4015063,1265704,675079,257097
2020,Sep,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,7562185,1058375,470273,198860
2020,Sep,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,79063,32700,9171,4374
2020,Sep,Mobile_website,New_Customer,Unidentified_Sources,Chennai,226579,90888,25133,8733
2020,Sep,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,65863,35360,7834,3732
2020,Sep,Mobile_website,New_Customer,Unidentified_Sources,Indore,840333,275876,123277,42312
2020,Sep,Mobile_website,New_Customer,Unidentified_Sources,Pune,418325,152995,43059,17741
2020,Oct,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,45842,14749
2020,Oct,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,122756,46171
2020,Oct,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,37628,17281
2020,Oct,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,172878,70801
2020,Oct,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,297686,35807
2020,Oct,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,73239,20291
2020,Oct,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,138132,53493
2020,Oct,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,93211,25390
2020,Oct,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,213150,93859
2020,Oct,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,326782,80220
2020,Oct,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,9342,2225
2020,Oct,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,22824,5954
2020,Oct,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,16756,3048
2020,Oct,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,37189,9959
2020,Oct,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,33979,6718
2020,Oct,Desktop_Website,New_Customer,Came_From_Google,Bangalore,137757,87375,43362,32292
2020,Oct,Desktop_Website,New_Customer,Came_From_Google,Chennai,469323,282835,163530,125283
2020,Oct,Desktop_Website,New_Customer,Came_From_Google,Dehradun,141299,84294,41106,31438
2020,Oct,Desktop_Website,New_Customer,Came_From_Google,Indore,1120016,657596,435465,304972
2020,Oct,Desktop_Website,New_Customer,Came_From_Google,Pune,556275,380218,250923,181182
2020,Oct,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,709806,242879,82925,49546
2020,Oct,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,2305465,919990,126428,66309
2020,Oct,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,784221,190373,57775,30325
2020,Oct,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,2722843,580470,293232,171084
2020,Oct,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,8188402,3435272,862600,558073
2020,Oct,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,63041,21503,6843,2915
2020,Oct,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,241939,88322,28681,12694
2020,Oct,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,72087,39752,10264,5366
2020,Oct,Desktop_Website,New_Customer,Unidentified_Sources,Indore,645377,169541,83473,38432
2020,Oct,Desktop_Website,New_Customer,Unidentified_Sources,Pune,292391,94980,39522,16693
2020,Oct,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,33650,10791
2020,Oct,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,83102,22802
2020,Oct,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,30557,11749
2020,Oct,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,135066,39306
2020,Oct,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,149811,23067
2020,Oct,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,94127,26268
2020,Oct,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,177544,40394
2020,Oct,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,103663,21781
2020,Oct,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,318542,77635
2020,Oct,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,441018,74584
2020,Oct,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,7540,1818
2020,Oct,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,13522,2669
2020,Oct,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,9771,1896
2020,Oct,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,32506,4628
2020,Oct,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,22667,3774
2020,Oct,Mobile_website,New_Customer,Came_From_Google,Bangalore,171681,91405,31830,21484
2020,Oct,Mobile_website,New_Customer,Came_From_Google,Chennai,482685,266651,125171,89614
2020,Oct,Mobile_website,New_Customer,Came_From_Google,Dehradun,211395,106459,42093,28970
2020,Oct,Mobile_website,New_Customer,Came_From_Google,Indore,1462881,817929,494411,287063
2020,Oct,Mobile_website,New_Customer,Came_From_Google,Pune,482157,271644,117258,72534
2020,Oct,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,723554,258170,82014,38737
2020,Oct,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,1489524,523355,213885,98073
2020,Oct,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,755417,272951,77191,30212
2020,Oct,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,3976986,1382946,758300,259789
2020,Oct,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,4806348,1087659,504410,235511
2020,Oct,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,74936,29818,7291,3461
2020,Oct,Mobile_website,New_Customer,Unidentified_Sources,Chennai,358762,106682,22199,8360
2020,Oct,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,81643,37561,6912,3226
2020,Oct,Mobile_website,New_Customer,Unidentified_Sources,Indore,1462730,319911,113695,41508
2020,Oct,Mobile_website,New_Customer,Unidentified_Sources,Pune,395168,134414,32387,13711
2020,Nov,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,39093,13822
2020,Nov,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,105012,44563
2020,Nov,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,36085,15648
2020,Nov,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,131950,50737
2020,Nov,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,127014,23250
2020,Nov,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,75257,22165
2020,Nov,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,159537,61459
2020,Nov,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,102808,30156
2020,Nov,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,216220,91275
2020,Nov,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,350570,74444
2020,Nov,Desktop_Website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,9892,2286
2020,Nov,Desktop_Website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,26182,6950
2020,Nov,Desktop_Website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,19336,3484
2020,Nov,Desktop_Website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,34192,10287
2020,Nov,Desktop_Website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,33268,5897
2020,Nov,Desktop_Website,New_Customer,Came_From_Google,Bangalore,123589,76213,39677,29688
2020,Nov,Desktop_Website,New_Customer,Came_From_Google,Chennai,459962,264163,151561,119696
2020,Nov,Desktop_Website,New_Customer,Came_From_Google,Dehradun,137395,84088,40105,27524
2020,Nov,Desktop_Website,New_Customer,Came_From_Google,Indore,887789,522608,349011,234795
2020,Nov,Desktop_Website,New_Customer,Came_From_Google,Pune,360624,221893,119251,81141
2020,Nov,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Bangalore,452117,191110,90028,47558
2020,Nov,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Chennai,1566157,681451,163980,85297
2020,Nov,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Dehradun,640724,171889,50521,26416
2020,Nov,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Indore,1878019,565053,318827,200767
2020,Nov,Desktop_Website,New_Customer,Landed_on_the_page_Directly,Pune,6851863,3132404,726631,396730
2020,Nov,Desktop_Website,New_Customer,Unidentified_Sources,Bangalore,43981,19956,7033,2585
2020,Nov,Desktop_Website,New_Customer,Unidentified_Sources,Chennai,173406,84556,33565,16209
2020,Nov,Desktop_Website,New_Customer,Unidentified_Sources,Dehradun,64296,35877,10451,4734
2020,Nov,Desktop_Website,New_Customer,Unidentified_Sources,Indore,360851,153563,90848,58995
2020,Nov,Desktop_Website,New_Customer,Unidentified_Sources,Pune,266013,113173,42376,15894
2020,Nov,Mobile_website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,23809,8879
2020,Nov,Mobile_website,Existing_Customer,Came_From_Google,Chennai,NA,NA,60238,20299
2020,Nov,Mobile_website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,24808,9606
2020,Nov,Mobile_website,Existing_Customer,Came_From_Google,Indore,NA,NA,95340,27136
2020,Nov,Mobile_website,Existing_Customer,Came_From_Google,Pune,NA,NA,61475,12245
2020,Nov,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,82272,23888
2020,Nov,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,160791,39020
2020,Nov,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,100520,19124
2020,Nov,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,270875,60175
2020,Nov,Mobile_website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,307491,44985
2020,Nov,Mobile_website,Existing_Customer,Unidentified_Sources,Bangalore,NA,NA,9862,2005
2020,Nov,Mobile_website,Existing_Customer,Unidentified_Sources,Chennai,NA,NA,19118,3145
2020,Nov,Mobile_website,Existing_Customer,Unidentified_Sources,Dehradun,NA,NA,13843,2076
2020,Nov,Mobile_website,Existing_Customer,Unidentified_Sources,Indore,NA,NA,39665,5013
2020,Nov,Mobile_website,Existing_Customer,Unidentified_Sources,Pune,NA,NA,28450,3363
2020,Nov,Mobile_website,New_Customer,Came_From_Google,Bangalore,129229,62634,23953,16485
2020,Nov,Mobile_website,New_Customer,Came_From_Google,Chennai,434135,227895,109601,79263
2020,Nov,Mobile_website,New_Customer,Came_From_Google,Dehradun,165906,82373,34235,21937
2020,Nov,Mobile_website,New_Customer,Came_From_Google,Indore,1159779,644903,404302,232425
2020,Nov,Mobile_website,New_Customer,Came_From_Google,Pune,327302,166101,64021,38580
2020,Nov,Mobile_website,New_Customer,Landed_on_the_page_Directly,Bangalore,478906,170216,75108,33757
2020,Nov,Mobile_website,New_Customer,Landed_on_the_page_Directly,Chennai,1112255,431755,226149,95118
2020,Nov,Mobile_website,New_Customer,Landed_on_the_page_Directly,Dehradun,729284,191425,63085,23784
2020,Nov,Mobile_website,New_Customer,Landed_on_the_page_Directly,Indore,3081765,1293349,792634,218329
2020,Nov,Mobile_website,New_Customer,Landed_on_the_page_Directly,Pune,3919779,711099,374470,137391
2020,Nov,Mobile_website,New_Customer,Unidentified_Sources,Bangalore,74038,29707,8269,3341
2020,Nov,Mobile_website,New_Customer,Unidentified_Sources,Chennai,182596,88521,28713,11000
2020,Nov,Mobile_website,New_Customer,Unidentified_Sources,Dehradun,66979,38129,8627,3817
2020,Nov,Mobile_website,New_Customer,Unidentified_Sources,Indore,659788,246577,113439,40268
2020,Nov,Mobile_website,New_Customer,Unidentified_Sources,Pune,338873,125271,42027,15368
2020,Dec,Desktop_Website,Existing_Customer,Came_From_Google,Bangalore,NA,NA,35026,11183
2020,Dec,Desktop_Website,Existing_Customer,Came_From_Google,Chennai,NA,NA,92340,39520
2020,Dec,Desktop_Website,Existing_Customer,Came_From_Google,Dehradun,NA,NA,38817,17429
2020,Dec,Desktop_Website,Existing_Customer,Came_From_Google,Indore,NA,NA,121227,45917
2020,Dec,Desktop_Website,Existing_Customer,Came_From_Google,Pune,NA,NA,95535,21913
2020,Dec,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Bangalore,NA,NA,73092,19105
2020,Dec,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Chennai,NA,NA,154027,59809
2020,Dec,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Dehradun,NA,NA,109722,33111
2020,Dec,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Indore,NA,NA,202035,88624
2020,Dec,Desktop_Website,Existing_Customer,Landed_on_the_page_Directly,Pune,NA,NA,333539,70535
